GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
admin-server,org.bremersee.adminserver.config,SecurityConfiguration.SimpleUserAuthentication,0,251,0,0,0,39,0,8,0,8
admin-server,org.bremersee.adminserver.config,SecurityConfiguration.PasswordFlowAuthentication,256,0,0,0,41,0,7,0,7,0
admin-server,org.bremersee.adminserver.config,SecurityConfiguration,0,3,0,0,0,1,0,1,0,1
admin-server,org.bremersee.adminserver,Application,5,3,0,0,2,1,1,1,1,1
